CustomerName,Age,MaritalStatus,IncomeRange,Gender,TotalChildren,ChildrenAtHome,Education,Occupation,HomeOwner,Cars
Agus Hakim,20,belum menikah,119680,perempuan,3,1,S2,sales,tidak memiliki rumah sendiri,0
Usman Anggraini,18,sudah menikah,143531,laki-laki,1,1,Post-graduate,clerical work,tidak memiliki rumah sendiri,0
Budi Susanto,34,sudah menikah,104483,laki-laki,0,3,S1,professional,tidak memiliki rumah sendiri,1
Usman Muliawan,57,sudah menikah,78420,laki-laki,0,0,S3,sales,tidak memiliki rumah sendiri,1
Maya Hidayat,53,sudah menikah,70808,perempuan,0,0,Post-graduate,professional,tidak memiliki rumah sendiri,0
Taufik Muliawan,18,sudah menikah,53646,perempuan,3,2,Post-graduate,management,memiliki rumah sendiri,0
Usman Susanto,28,belum menikah,57543,perempuan,1,0,S2,clerical work,memiliki rumah sendiri,1
Rizki Wijaya,69,belum menikah,75992,perempuan,0,3,S3,professional,memiliki rumah sendiri,3
Usman Wibowo,67,sudah menikah,65716,perempuan,2,0,Post-graduate,professional,memiliki rumah sendiri,0
Lina Muliawan,62,belum menikah,135022,laki-laki,4,0,S2,clerical work,tidak memiliki rumah sendiri,2
Joko Putra,50,sudah menikah,82396,laki-laki,3,2,Post-graduate,professional,memiliki rumah sendiri,3
Indra Mahendra,39,belum menikah,116968,laki-laki,3,1,SMA,professional,memiliki rumah sendiri,0
Indra Mahendra,69,sudah menikah,57738,perempuan,3,0,S1,management,tidak memiliki rumah sendiri,2
Kartini Hidayat,64,belum menikah,110367,perempuan,0,1,S3,clerical work,tidak memiliki rumah sendiri,3
Putri Haryanto,63,belum menikah,35239,perempuan,1,0,S1,professional,memiliki rumah sendiri,3
Hadi Purnomo,22,sudah menikah,31482,perempuan,2,0,S2,unskilled manual work,memiliki rumah sendiri,0
Cahyadi Hakim,46,belum menikah,20642,laki-laki,2,1,Post-graduate,clerical work,tidak memiliki rumah sendiri,2
Usman Haryanto,68,belum menikah,93782,perempuan,2,0,S1,clerical work,tidak memiliki rumah sendiri,2
Taufik Hidayat,62,sudah menikah,72021,perempuan,5,1,S1,skilled manual work,memiliki rumah sendiri,2
Usman Utomo,20,sudah menikah,120937,laki-laki,3,1,S2,professional,tidak memiliki rumah sendiri,0
Dewi Haryanto,57,belum menikah,20599,laki-laki,4,1,S1,unskilled manual work,memiliki rumah sendiri,1
Yusuf Purnomo,46,belum menikah,124982,laki-laki,0,0,Post-graduate,unskilled manual work,tidak memiliki rumah sendiri,1
Eko Wijaya,53,sudah menikah,32475,perempuan,4,5,S3,clerical work,tidak memiliki rumah sendiri,0
Lina Putra,47,sudah menikah,56688,perempuan,4,0,S2,management,memiliki rumah sendiri,0
Indra Rachman,44,sudah menikah,115054,laki-laki,5,1,Post-graduate,management,memiliki rumah sendiri,0
Zainab Pratama,26,sudah menikah,59926,perempuan,3,4,SMA,management,tidak memiliki rumah sendiri,0
Cahyadi Santoso,39,sudah menikah,87156,perempuan,2,0,S2,clerical work,tidak memiliki rumah sendiri,2
Fitri Saputra,43,belum menikah,78821,laki-laki,3,1,S3,management,memiliki rumah sendiri,3
Siti Susanto,36,sudah menikah,109179,laki-laki,3,1,S2,professional,tidak memiliki rumah sendiri,2
Gita Rachman,35,sudah menikah,138306,laki-laki,1,2,S1,sales,tidak memiliki rumah sendiri,0
Eko Utomo,42,belum menikah,100779,perempuan,3,1,Post-graduate,professional,tidak memiliki rumah sendiri,0
Rizki Wahyuni,60,sudah menikah,21016,laki-laki,5,1,Post-graduate,clerical work,memiliki rumah sendiri,1
Dewi Hidayat,47,sudah menikah,85438,perempuan,1,1,S3,sales,memiliki rumah sendiri,1
Zainab Muliawan,66,belum menikah,48853,laki-laki,3,0,Post-graduate,clerical work,memiliki rumah sendiri,0
Hadi Muliawan,64,belum menikah,127183,perempuan,2,3,SMA,professional,tidak memiliki rumah sendiri,0
Taufik Muliawan,54,sudah menikah,103994,perempuan,3,1,S2,management,memiliki rumah sendiri,1
Budi Fauzan,56,belum menikah,53208,perempuan,1,0,S2,professional,memiliki rumah sendiri,0
Joko Anggraini,54,sudah menikah,97257,laki-laki,4,0,Post-graduate,sales,tidak memiliki rumah sendiri,1
Eko Wibowo,22,sudah menikah,63062,laki-laki,4,2,S1,professional,tidak memiliki rumah sendiri,1
Kartini Anggraini,60,belum menikah,74309,laki-laki,2,1,Post-graduate,sales,tidak memiliki rumah sendiri,3
Lina Pratama,26,sudah menikah,66123,perempuan,4,5,SMA,skilled manual work,memiliki rumah sendiri,0
Eko Putra,26,belum menikah,110580,laki-laki,1,2,S3,sales,memiliki rumah sendiri,3
Putri Anggraini,37,sudah menikah,118725,laki-laki,2,3,S3,professional,memiliki rumah sendiri,0
Vina Sari,66,sudah menikah,41961,perempuan,0,2,SMA,clerical work,memiliki rumah sendiri,0
Yusuf Hakim,39,belum menikah,59369,laki-laki,3,0,SMA,clerical work,memiliki rumah sendiri,1
Lina Muliawan,59,belum menikah,124911,perempuan,0,1,S3,unskilled manual work,memiliki rumah sendiri,1
Joko Wibowo,49,belum menikah,27625,laki-laki,1,2,SMA,clerical work,memiliki rumah sendiri,2
Gita Saputra,39,sudah menikah,75426,perempuan,0,5,S3,skilled manual work,tidak memiliki rumah sendiri,0
Usman Purnomo,48,sudah menikah,80734,perempuan,0,1,S3,unskilled manual work,memiliki rumah sendiri,0
Vina Rachman,43,belum menikah,32364,laki-laki,0,0,S2,skilled manual work,tidak memiliki rumah sendiri,1
Dewi Muliawan,62,belum menikah,73787,perempuan,4,1,S1,professional,memiliki rumah sendiri,0
Kartini Saputra,19,belum menikah,23785,laki-laki,2,0,S2,sales,tidak memiliki rumah sendiri,2
Eko Sari,46,belum menikah,131585,laki-laki,2,0,Post-graduate,sales,memiliki rumah sendiri,0
Taufik Fauzan,41,belum menikah,121158,perempuan,3,1,SMA,sales,tidak memiliki rumah sendiri,3
Eko Anggraini,68,sudah menikah,132852,perempuan,0,3,SMA,unskilled manual work,memiliki rumah sendiri,2
Hadi Wibowo,52,sudah menikah,84917,perempuan,2,0,S1,clerical work,tidak memiliki rumah sendiri,3
Eko Sari,46,belum menikah,88695,laki-laki,5,5,S3,management,memiliki rumah sendiri,0
Budi Putra,31,sudah menikah,55683,laki-laki,1,0,S3,skilled manual work,tidak memiliki rumah sendiri,2
Budi Utomo,26,belum menikah,47193,laki-laki,0,0,Post-graduate,unskilled manual work,memiliki rumah sendiri,3
Putri Saputra,69,sudah menikah,134781,laki-laki,1,0,S1,management,tidak memiliki rumah sendiri,2
Gita Haryanto,49,belum menikah,140363,laki-laki,4,3,S2,management,tidak memiliki rumah sendiri,0
Taufik Saputra,59,sudah menikah,36451,laki-laki,3,4,S1,unskilled manual work,memiliki rumah sendiri,1
Wati Hidayat,23,sudah menikah,41095,laki-laki,4,0,S3,skilled manual work,tidak memiliki rumah sendiri,2
Eko Anggraini,56,sudah menikah,50690,perempuan,1,0,S1,clerical work,tidak memiliki rumah sendiri,0
Vina Hidayat,40,sudah menikah,85945,laki-laki,5,1,S2,management,memiliki rumah sendiri,3
Kartini Santoso,68,sudah menikah,143875,perempuan,2,1,SMA,unskilled manual work,tidak memiliki rumah sendiri,3
Vina Sari,59,sudah menikah,107356,perempuan,3,5,S1,clerical work,tidak memiliki rumah sendiri,0
Usman Pratama,68,belum menikah,61417,laki-laki,2,0,S1,skilled manual work,tidak memiliki rumah sendiri,2
Wati Hidayat,38,sudah menikah,67155,perempuan,1,0,S1,professional,tidak memiliki rumah sendiri,2
Dewi Setiawan,32,belum menikah,41308,perempuan,0,1,S3,unskilled manual work,tidak memiliki rumah sendiri,3
Siti Setiawan,55,sudah menikah,32659,perempuan,2,0,S2,professional,memiliki rumah sendiri,1
Kartini Sari,19,belum menikah,46066,laki-laki,5,0,S2,skilled manual work,tidak memiliki rumah sendiri,2
Dewi Wijaya,44,sudah menikah,28304,perempuan,1,1,Post-graduate,professional,tidak memiliki rumah sendiri,2
Kartini Setiawan,24,belum menikah,38991,perempuan,5,1,S1,management,memiliki rumah sendiri,2
Maya Pratama,63,belum menikah,51501,perempuan,3,2,S1,management,tidak memiliki rumah sendiri,2
Vina Utomo,48,belum menikah,25107,laki-laki,0,5,S1,sales,memiliki rumah sendiri,3
Nina Hakim,18,belum menikah,65870,laki-laki,5,1,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,1
Kartini Hakim,48,sudah menikah,129338,laki-laki,1,2,S1,sales,tidak memiliki rumah sendiri,1
Yusuf Wibowo,58,belum menikah,143757,perempuan,2,0,SMA,unskilled manual work,tidak memiliki rumah sendiri,3
Yusuf Saputra,36,belum menikah,103018,laki-laki,1,1,Post-graduate,clerical work,memiliki rumah sendiri,1
Hadi Wibowo,31,sudah menikah,139262,perempuan,5,0,Post-graduate,sales,memiliki rumah sendiri,0
Indra Haryanto,28,sudah menikah,41870,laki-laki,5,2,S2,professional,memiliki rumah sendiri,2
Yusuf Purnomo,33,sudah menikah,35494,perempuan,0,3,SMA,sales,tidak memiliki rumah sendiri,2
Hadi Anggraini,45,sudah menikah,67663,laki-laki,1,0,Post-graduate,management,tidak memiliki rumah sendiri,3
Nina Santoso,57,belum menikah,21340,laki-laki,3,0,Post-graduate,sales,memiliki rumah sendiri,0
Dewi Rachman,49,belum menikah,121200,perempuan,2,2,S2,unskilled manual work,tidak memiliki rumah sendiri,3
Eko Hakim,45,sudah menikah,102440,laki-laki,0,0,Post-graduate,management,tidak memiliki rumah sendiri,3
Agus Fauzan,37,belum menikah,60123,laki-laki,0,0,SMA,professional,memiliki rumah sendiri,1
Gita Wijaya,20,sudah menikah,25458,laki-laki,5,2,S3,unskilled manual work,tidak memiliki rumah sendiri,0
Kartini Wijaya,40,belum menikah,105547,laki-laki,3,2,S1,clerical work,tidak memiliki rumah sendiri,3
Siti Saputra,28,belum menikah,47460,perempuan,2,2,S1,management,tidak memiliki rumah sendiri,2
Agus Purnomo,22,belum menikah,86401,perempuan,1,0,Post-graduate,clerical work,memiliki rumah sendiri,0
Putri Santoso,62,sudah menikah,59750,laki-laki,3,0,S3,unskilled manual work,memiliki rumah sendiri,2
Nina Santoso,46,sudah menikah,140458,laki-laki,4,0,S2,professional,tidak memiliki rumah sendiri,2
Siti Susanto,48,sudah menikah,129610,laki-laki,2,0,S2,unskilled manual work,memiliki rumah sendiri,0
Fitri Muliawan,65,sudah menikah,117611,laki-laki,4,4,Post-graduate,sales,memiliki rumah sendiri,0
Eko Wibowo,48,sudah menikah,93911,laki-laki,1,0,S2,skilled manual work,memiliki rumah sendiri,1
Budi Santoso,53,sudah menikah,94099,laki-laki,5,3,S2,clerical work,tidak memiliki rumah sendiri,1
Maya Wibowo,29,belum menikah,129744,perempuan,5,2,S2,skilled manual work,tidak memiliki rumah sendiri,3
Budi Pratama,58,belum menikah,126639,perempuan,3,3,S3,management,memiliki rumah sendiri,2
Indra Wijaya,39,belum menikah,148113,perempuan,4,1,S1,sales,memiliki rumah sendiri,3
Dewi Saputra,27,belum menikah,24479,perempuan,4,0,S1,management,memiliki rumah sendiri,1
Putri Santoso,18,sudah menikah,88447,laki-laki,2,1,S2,management,memiliki rumah sendiri,2
Joko Utomo,22,sudah menikah,67803,perempuan,2,0,Post-graduate,clerical work,tidak memiliki rumah sendiri,3
Wati Fauzan,42,belum menikah,70851,laki-laki,5,0,SMA,professional,memiliki rumah sendiri,1
Taufik Hakim,36,sudah menikah,28864,perempuan,1,4,S1,management,memiliki rumah sendiri,0
Nina Hidayat,24,sudah menikah,98433,perempuan,4,2,SMA,unskilled manual work,tidak memiliki rumah sendiri,1
Maya Hakim,31,sudah menikah,141930,perempuan,4,2,S1,clerical work,memiliki rumah sendiri,1
Zainab Fauzan,31,sudah menikah,142880,laki-laki,4,0,S3,management,tidak memiliki rumah sendiri,1
Joko Fauzan,50,belum menikah,81062,laki-laki,1,1,S1,professional,tidak memiliki rumah sendiri,3
Wati Saputra,57,belum menikah,26626,laki-laki,0,2,Post-graduate,sales,memiliki rumah sendiri,3
Cahyadi Susanto,50,sudah menikah,32403,perempuan,3,0,SMA,management,memiliki rumah sendiri,0
Zainab Santoso,25,sudah menikah,40884,laki-laki,0,2,Post-graduate,unskilled manual work,memiliki rumah sendiri,2
Agus Putra,46,sudah menikah,35996,laki-laki,3,0,Post-graduate,management,memiliki rumah sendiri,2
Budi Wijaya,68,belum menikah,43797,laki-laki,3,0,S3,clerical work,tidak memiliki rumah sendiri,2
Hadi Santoso,19,belum menikah,141297,perempuan,5,0,S3,sales,tidak memiliki rumah sendiri,1
Budi Purnomo,26,belum menikah,134566,laki-laki,4,0,S1,unskilled manual work,tidak memiliki rumah sendiri,1
Gita Saputra,38,sudah menikah,25814,laki-laki,4,0,S2,unskilled manual work,tidak memiliki rumah sendiri,0
Kartini Pratama,24,belum menikah,39410,perempuan,5,0,Post-graduate,management,memiliki rumah sendiri,2
Putri Putra,48,sudah menikah,88436,perempuan,0,2,S2,skilled manual work,tidak memiliki rumah sendiri,1
Zainab Hidayat,49,belum menikah,85936,perempuan,3,0,S1,sales,memiliki rumah sendiri,0
Joko Susanto,59,belum menikah,44251,perempuan,0,1,SMA,unskilled manual work,tidak memiliki rumah sendiri,0
Siti Haryanto,64,belum menikah,135464,laki-laki,3,1,SMA,clerical work,tidak memiliki rumah sendiri,3
Vina Saputra,62,belum menikah,58699,perempuan,1,1,Post-graduate,sales,tidak memiliki rumah sendiri,0
Cahyadi Mahendra,37,belum menikah,98505,perempuan,0,0,SMA,skilled manual work,tidak memiliki rumah sendiri,3
Wati Setiawan,25,belum menikah,144081,perempuan,0,1,S1,professional,memiliki rumah sendiri,0
Joko Utomo,29,sudah menikah,30900,laki-laki,4,0,SMA,professional,memiliki rumah sendiri,2
Siti Setiawan,26,sudah menikah,86657,laki-laki,5,1,S2,management,tidak memiliki rumah sendiri,2
Wati Wahyuni,26,belum menikah,45954,laki-laki,1,2,S1,professional,tidak memiliki rumah sendiri,1
Vina Haryanto,46,belum menikah,77562,perempuan,5,0,S2,sales,tidak memiliki rumah sendiri,3
Lina Mahendra,62,sudah menikah,48887,laki-laki,2,2,S1,management,memiliki rumah sendiri,2
Wati Fauzan,56,sudah menikah,32804,laki-laki,1,2,S1,unskilled manual work,tidak memiliki rumah sendiri,3
Cahyadi Susanto,60,belum menikah,134557,laki-laki,5,4,S2,unskilled manual work,tidak memiliki rumah sendiri,0
Yusuf Mahendra,42,belum menikah,143256,laki-laki,2,3,S1,sales,memiliki rumah sendiri,1
Kartini Mahendra,66,belum menikah,73672,laki-laki,1,1,S2,unskilled manual work,memiliki rumah sendiri,0
Usman Wahyuni,34,sudah menikah,23013,laki-laki,3,2,S1,skilled manual work,memiliki rumah sendiri,0
Wati Mahendra,18,sudah menikah,115196,laki-laki,1,1,S3,professional,memiliki rumah sendiri,3
Rizki Muliawan,23,belum menikah,69355,perempuan,3,3,Post-graduate,unskilled manual work,memiliki rumah sendiri,3
Joko Wahyuni,69,sudah menikah,110245,laki-laki,2,2,S2,skilled manual work,tidak memiliki rumah sendiri,0
Zainab Purnomo,47,sudah menikah,28404,perempuan,3,0,S3,professional,tidak memiliki rumah sendiri,0
Usman Saputra,57,belum menikah,68669,laki-laki,3,3,SMA,sales,tidak memiliki rumah sendiri,2
Rizki Santoso,50,belum menikah,112835,perempuan,3,1,S3,clerical work,tidak memiliki rumah sendiri,1
Dewi Pratama,45,sudah menikah,118287,perempuan,0,1,S2,skilled manual work,memiliki rumah sendiri,2
Hadi Sari,40,belum menikah,32839,perempuan,2,1,S1,clerical work,tidak memiliki rumah sendiri,0
Agus Hakim,43,sudah menikah,23989,laki-laki,3,1,S2,skilled manual work,tidak memiliki rumah sendiri,1
Dewi Pratama,41,belum menikah,126632,perempuan,5,0,S1,management,tidak memiliki rumah sendiri,3
Agus Susanto,67,belum menikah,28576,perempuan,3,4,S2,sales,tidak memiliki rumah sendiri,3
Putri Santoso,59,sudah menikah,68551,perempuan,3,1,Post-graduate,sales,tidak memiliki rumah sendiri,3
Taufik Muliawan,49,belum menikah,89785,perempuan,1,2,SMA,management,memiliki rumah sendiri,0
Vina Susanto,51,sudah menikah,51723,laki-laki,4,0,S1,unskilled manual work,memiliki rumah sendiri,1
Budi Wijaya,56,belum menikah,29944,perempuan,1,3,S2,skilled manual work,memiliki rumah sendiri,3
Wati Pratama,18,sudah menikah,102763,perempuan,1,2,S2,management,tidak memiliki rumah sendiri,0
Indra Wahyuni,28,sudah menikah,101189,perempuan,2,0,S1,sales,memiliki rumah sendiri,0
Kartini Sari,66,sudah menikah,82696,perempuan,4,0,S2,unskilled manual work,tidak memiliki rumah sendiri,2
Fitri Wahyuni,19,sudah menikah,76303,laki-laki,4,1,S3,sales,tidak memiliki rumah sendiri,3
Taufik Haryanto,24,belum menikah,142573,perempuan,0,2,SMA,sales,tidak memiliki rumah sendiri,1
Eko Putra,63,belum menikah,73459,laki-laki,3,4,Post-graduate,professional,tidak memiliki rumah sendiri,0
Indra Sari,19,sudah menikah,67169,laki-laki,0,3,S2,sales,memiliki rumah sendiri,0
Gita Haryanto,57,belum menikah,91806,laki-laki,1,4,SMA,management,memiliki rumah sendiri,3
Agus Wahyuni,52,belum menikah,28733,laki-laki,4,0,Post-graduate,management,memiliki rumah sendiri,3
Vina Purnomo,28,belum menikah,90794,perempuan,1,0,SMA,sales,tidak memiliki rumah sendiri,3
Putri Fauzan,62,sudah menikah,112874,perempuan,4,0,S1,sales,tidak memiliki rumah sendiri,1
Taufik Wijaya,21,belum menikah,114700,laki-laki,2,2,S3,management,tidak memiliki rumah sendiri,1
Nina Susanto,67,sudah menikah,57435,perempuan,0,0,Post-graduate,sales,tidak memiliki rumah sendiri,2
Usman Putra,53,belum menikah,78778,perempuan,0,3,S2,unskilled manual work,memiliki rumah sendiri,0
Budi Wijaya,25,belum menikah,80082,perempuan,5,1,S1,management,tidak memiliki rumah sendiri,3
Usman Haryanto,68,belum menikah,88880,perempuan,2,0,S2,unskilled manual work,tidak memiliki rumah sendiri,2
Cahyadi Wibowo,54,sudah menikah,22367,laki-laki,2,1,SMA,management,tidak memiliki rumah sendiri,0
Kartini Sari,45,sudah menikah,130169,laki-laki,0,5,S3,professional,tidak memiliki rumah sendiri,0
Zainab Wahyuni,34,sudah menikah,108455,perempuan,4,2,Post-graduate,sales,tidak memiliki rumah sendiri,1
Maya Pratama,45,sudah menikah,90238,perempuan,1,1,S2,management,memiliki rumah sendiri,3
Budi Anggraini,59,sudah menikah,44460,laki-laki,4,3,SMA,sales,tidak memiliki rumah sendiri,1
Budi Susanto,69,belum menikah,66320,perempuan,4,1,S1,management,memiliki rumah sendiri,0
Lina Santoso,41,belum menikah,136732,laki-laki,2,4,S2,professional,tidak memiliki rumah sendiri,0
Fitri Purnomo,28,belum menikah,40257,perempuan,1,1,S2,sales,tidak memiliki rumah sendiri,1
Hadi Haryanto,21,sudah menikah,38065,perempuan,3,2,S1,skilled manual work,tidak memiliki rumah sendiri,0
Gita Setiawan,46,belum menikah,43991,perempuan,3,0,S1,sales,tidak memiliki rumah sendiri,1
Lina Wibowo,22,belum menikah,89137,perempuan,3,0,S3,unskilled manual work,tidak memiliki rumah sendiri,2
Hadi Putra,46,belum menikah,120282,laki-laki,2,0,S1,sales,memiliki rumah sendiri,0
Eko Wibowo,49,belum menikah,110401,laki-laki,1,2,S3,sales,memiliki rumah sendiri,1
Kartini Putra,24,sudah menikah,43343,laki-laki,5,4,S1,unskilled manual work,memiliki rumah sendiri,3
Lina Anggraini,47,sudah menikah,98691,perempuan,4,0,S2,sales,tidak memiliki rumah sendiri,3
Rizki Setiawan,22,sudah menikah,104931,laki-laki,5,0,S3,professional,memiliki rumah sendiri,0
Cahyadi Wijaya,53,sudah menikah,139623,perempuan,2,1,S1,professional,memiliki rumah sendiri,3
Gita Saputra,33,belum menikah,118834,laki-laki,2,2,S2,clerical work,tidak memiliki rumah sendiri,0
Gita Mahendra,59,sudah menikah,82227,perempuan,3,1,S1,management,memiliki rumah sendiri,0
Vina Putra,27,belum menikah,108447,perempuan,2,1,SMA,skilled manual work,memiliki rumah sendiri,1
Fitri Hidayat,59,belum menikah,80358,laki-laki,0,0,Post-graduate,management,tidak memiliki rumah sendiri,1
Budi Anggraini,23,belum menikah,43490,perempuan,4,0,S2,sales,tidak memiliki rumah sendiri,1
Zainab Fauzan,25,belum menikah,90329,perempuan,5,1,S2,unskilled manual work,memiliki rumah sendiri,3
Dewi Susanto,58,belum menikah,102065,perempuan,2,4,SMA,sales,tidak memiliki rumah sendiri,0
Joko Wahyuni,64,belum menikah,41957,perempuan,3,0,S3,unskilled manual work,memiliki rumah sendiri,3
Vina Wijaya,45,belum menikah,24618,laki-laki,4,2,S3,skilled manual work,tidak memiliki rumah sendiri,1
Yusuf Utomo,59,sudah menikah,103342,laki-laki,0,2,Post-graduate,skilled manual work,tidak memiliki rumah sendiri,2
Gita Purnomo,42,sudah menikah,30613,laki-laki,1,0,S1,professional,memiliki rumah sendiri,2
Budi Wibowo,31,belum menikah,72097,laki-laki,0,0,S3,professional,memiliki rumah sendiri,1
Hadi Putra,43,belum menikah,71452,perempuan,0,1,S1,skilled manual work,memiliki rumah sendiri,2
Wati Santoso,24,belum menikah,138746,perempuan,5,1,S1,management,tidak memiliki rumah sendiri,2
Wati Purnomo,41,sudah menikah,123637,laki-laki,5,0,Post-graduate,clerical work,tidak memiliki rumah sendiri,1
Indra Setiawan,67,belum menikah,119091,perempuan,3,0,SMA,professional,tidak memiliki rumah sendiri,1
Indra Hidayat,56,belum menikah,51498,laki-laki,4,0,S3,clerical work,memiliki rumah sendiri,3
Kartini Fauzan,33,sudah menikah,113482,perempuan,2,3,S1,sales,tidak memiliki rumah sendiri,1
